Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
882,52,Male,Sandals,Footwear,294,Switzerland,M,Silver,Summer,1.2,Yes,Next Day Air,Yes,43,Venmo,Annually
2687,40,Female,Socks,Clothing,415,Portugal,M,Black,Winter,1.2,No,2-Day Shipping,No,34,Cash,Fortnightly
519,24,Male,Blouse,Clothing,101,Germany,M,Beige,Fall,1.9,Yes,Next Day Air,Yes,9,Venmo,Every 3 Months
2599,64,Male,Backpack,Accessories,73,Netherlands,XL,Olive,Fall,4,No,Express,No,12,Debit Card,Annually
2972,30,Female,Handbag,Accessories,297,Portugal,L,Yellow,Fall,4.3,No,Next Day Air,No,23,PayPal,Every 3 Months
4598,37,Female,Laptop,Electronics,116,Switzerland,XL,Blue,Summer,4.1,Yes,Standard,Yes,4,Credit Card,Weekly
3640,26,Female,Coat,Outerwear,155,Switzerland,XL,Brown,Summer,3.8,No,2-Day Shipping,No,25,Venmo,Annually
3634,39,Female,Gloves,Accessories,346,Switzerland,XL,Orange,Spring,3.8,No,Free Shipping,No,27,Bank Transfer,Bi-Weekly
951,54,Male,Backpack,Accessories,18,Spain,M,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,26,PayPal,Quarterly
4838,54,Male,Watch,Clothing,112,Switzerland,M,Black,Spring,3.6,No,Express,No,8,Cash,Quarterly
3852,50,Female,Scarf,Accessories,105,Spain,L,Pink,Summer,3.6,No,Free Shipping,No,29,Debit Card,Annually
929,67,Male,Dress,Clothing,162,Portugal,XL,Yellow,Winter,1.9,Yes,Store Pickup,Yes,45,Cash,Every 3 Months
592,47,Male,Backpack,Accessories,451,France,M,Olive,Fall,1.2,Yes,Store Pickup,Yes,10,Debit Card,Bi-Weekly
3418,54,Female,Coat,Outerwear,152,Austria,M,Blue,Summer,4.5,No,2-Day Shipping,No,2,Debit Card,Fortnightly
2970,36,Female,Belt,Accessories,194,Austria,S,Blue,Fall,4.1,No,Next Day Air,No,37,Cash,Every 3 Months
795,69,Male,Backpack,Accessories,427,Belgium,XL,Yellow,Winter,3.1,Yes,Store Pickup,Yes,43,Debit Card,Fortnightly
4088,49,Female,Laptop,Electronics,497,Portugal,S,Blue,Spring,1.3,No,Express,No,44,Debit Card,Weekly
856,70,Male,Socks,Clothing,443,Portugal,XL,Gold,Spring,4.2,Yes,2-Day Shipping,Yes,34,Credit Card,Quarterly
2096,36,Male,Hoodie,Clothing,155,France,S,Gray,Fall,2.3,No,Store Pickup,No,44,Bank Transfer,Fortnightly
4304,35,Female,Headphones,Electronics,443,Belgium,M,Red,Winter,3.9,Yes,Standard,Yes,14,Cash,Monthly
4510,56,Non-Binary,Watch,Clothing,125,France,M,Black,Spring,1.9,No,Express,Yes,23,PayPal,Quarterly
5032,24,Male,Bag,Clothing,277,Germany,S,Black,Autumn,2.6,No,Express,No,15,Cash,Monthly
3639,40,Female,Backpack,Accessories,186,Belgium,S,Olive,Spring,2,No,Express,No,11,PayPal,Bi-Weekly
3266,40,Female,Sunglasses,Accessories,94,Germany,XL,White,Winter,4.1,No,Express,No,12,Credit Card,Fortnightly
2298,60,Male,Socks,Clothing,121,Switzerland,S,Orange,Summer,3.6,No,Standard,No,2,Bank Transfer,Quarterly
4311,19,Female,Bag,Clothing,282,Netherlands,XL,Red,Winter,2,Yes,Express,No,42,Credit Card,Monthly
485,68,Male,Hat,Accessories,179,Belgium,XL,Lavender,Summer,1.9,Yes,Free Shipping,Yes,26,Bank Transfer,Quarterly
736,61,Male,Sunglasses,Accessories,445,Switzerland,XL,Orange,Fall,1.1,Yes,2-Day Shipping,Yes,1,Cash,Bi-Weekly
2505,56,Male,Shorts,Clothing,323,France,XL,Turquoise,Winter,1.3,No,Store Pickup,No,45,Cash,Bi-Weekly
323,41,Male,Belt,Accessories,497,Spain,L,Cyan,Winter,1.9,Yes,Standard,Yes,23,Credit Card,Monthly
195,51,Male,Backpack,Accessories,292,Switzerland,M,Olive,Spring,1.3,Yes,Express,Yes,25,Debit Card,Quarterly
2135,55,Male,Sandals,Footwear,410,Spain,M,Maroon,Winter,1.3,No,Standard,No,27,Credit Card,Fortnightly
2474,57,Male,Socks,Clothing,159,Austria,XL,Red,Winter,2.9,No,Next Day Air,No,33,Cash,Quarterly
3767,62,Female,Handbag,Accessories,233,Netherlands,S,Black,Fall,2.1,No,Next Day Air,No,40,Debit Card,Annually
345,24,Male,Skirt,Clothing,100,Spain,XL,Charcoal,Winter,4.5,Yes,Standard,Yes,40,Debit Card,Monthly
1027,49,Male,Handbag,Accessories,237,France,XL,Turquoise,Winter,1.9,Yes,Express,Yes,3,PayPal,Bi-Weekly
468,19,Male,Backpack,Accessories,121,Spain,M,Orange,Spring,3.2,Yes,2-Day Shipping,Yes,39,Debit Card,Every 3 Months
3693,59,Female,Coat,Outerwear,85,Austria,XL,Turquoise,Spring,3.6,No,Free Shipping,No,13,Cash,Fortnightly
1618,43,Male,Blouse,Clothing,472,Italy,L,Peach,Winter,2.9,No,Standard,Yes,8,Credit Card,Fortnightly
974,60,Male,Jacket,Outerwear,474,France,L,Teal,Fall,2.4,Yes,2-Day Shipping,Yes,3,Bank Transfer,Quarterly
1990,35,Male,Jewelry,Accessories,317,Netherlands,S,Charcoal,Spring,1.5,No,Express,No,25,PayPal,Bi-Weekly
352,28,Male,Skirt,Clothing,382,France,L,Teal,Winter,2.6,Yes,Standard,Yes,46,Debit Card,Bi-Weekly
2616,49,Male,T-shirt,Clothing,68,Austria,S,Maroon,Fall,3.6,No,2-Day Shipping,No,31,Debit Card,Quarterly
1486,22,Male,Gloves,Accessories,419,Portugal,S,Red,Spring,3.7,No,Standard,Yes,19,Cash,Fortnightly
3563,47,Female,Sneakers,Footwear,358,France,XL,Cyan,Winter,4.1,No,Free Shipping,No,19,Bank Transfer,Weekly
3318,21,Female,Hat,Accessories,274,Italy,S,Pink,Summer,2.9,No,Standard,No,31,Cash,Quarterly
151,35,Male,Boots,Footwear,58,Portugal,XL,Cyan,Fall,2.6,Yes,Standard,Yes,20,Debit Card,Every 3 Months
1059,29,Male,Scarf,Accessories,337,Italy,L,Violet,Summer,3.2,No,Next Day Air,Yes,12,Bank Transfer,Every 3 Months
2868,21,Female,Sneakers,Footwear,423,Netherlands,L,White,Summer,2.8,No,Next Day Air,No,38,Cash,Fortnightly
2145,47,Male,Shoes,Footwear,239,Germany,L,Orange,Winter,2.4,No,Free Shipping,No,33,PayPal,Quarterly
1008,58,Male,Gloves,Accessories,278,Switzerland,M,Turquoise,Spring,1.5,Yes,Standard,Yes,46,Credit Card,Annually
4670,41,Male,Shirt,Electronics,345,Netherlands,S,Blue,Autumn,3.2,No,Express,Yes,19,PayPal,Quarterly
2351,57,Male,Shoes,Footwear,183,Switzerland,XL,Turquoise,Winter,2.2,No,Free Shipping,No,43,Cash,Annually
3590,31,Female,Belt,Accessories,401,Italy,L,Blue,Spring,3.4,No,Next Day Air,No,17,Cash,Every 3 Months
506,61,Male,T-shirt,Clothing,97,France,S,Gray,Spring,3.4,Yes,Express,Yes,3,Cash,Bi-Weekly
11,53,Male,Shoes,Footwear,196,Italy,L,Purple,Fall,4.4,Yes,Store Pickup,Yes,41,Bank Transfer,Bi-Weekly
783,28,Male,Hoodie,Clothing,154,Switzerland,M,Green,Summer,2.6,Yes,Standard,Yes,2,Cash,Weekly
2236,40,Male,Socks,Clothing,114,Austria,M,Gray,Spring,2.5,No,2-Day Shipping,No,24,Credit Card,Annually
2724,54,Female,Shoes,Footwear,182,Netherlands,L,Brown,Summer,4.1,No,Store Pickup,No,15,PayPal,Every 3 Months
5099,59,Female,Phone,Electronics,17,Austria,L,White,Spring,3.3,No,Express,Yes,5,Cash,Weekly
3843,35,Female,Jacket,Outerwear,64,Germany,S,Lavender,Winter,3.3,No,Next Day Air,No,12,Debit Card,Monthly
3,50,Male,Jeans,Clothing,62,Germany,XL,Maroon,Spring,2,Yes,Free Shipping,Yes,7,Credit Card,Weekly
1208,62,Male,Boots,Footwear,27,Netherlands,L,White,Summer,4.9,No,Next Day Air,Yes,28,Credit Card,Every 3 Months
2759,32,Female,Blouse,Clothing,348,France,M,Purple,Summer,4.6,No,Standard,No,47,Bank Transfer,Bi-Weekly
384,50,Male,Sunglasses,Accessories,157,Italy,M,Magenta,Fall,3.6,Yes,Standard,Yes,45,PayPal,Quarterly
1866,56,Male,Pants,Clothing,352,Netherlands,M,Silver,Summer,4.6,No,Store Pickup,No,24,Bank Transfer,Monthly
4739,29,Male,Shoes,Accessories,467,Austria,L,Green,Autumn,4.7,Yes,Standard,No,7,Cash,Weekly
2497,67,Male,Scarf,Accessories,373,Belgium,S,Yellow,Summer,4.6,No,Store Pickup,No,16,Credit Card,Weekly
2573,54,Male,Blouse,Clothing,422,Belgium,M,Silver,Fall,2,No,Next Day Air,No,42,Bank Transfer,Quarterly
1284,69,Male,Shirt,Clothing,337,Portugal,XL,Violet,Winter,1.7,No,2-Day Shipping,Yes,45,Debit Card,Every 3 Months
171,52,Male,Shirt,Clothing,442,Austria,S,Maroon,Fall,4.9,Yes,Store Pickup,Yes,6,Venmo,Bi-Weekly
2980,31,Female,Jeans,Clothing,161,Spain,M,Olive,Fall,1.2,No,Next Day Air,No,34,PayPal,Weekly
4803,70,Non-Binary,Shirt,Accessories,186,Italy,XL,Black,Summer,3.9,Yes,Standard,Yes,41,Debit Card,Monthly
3077,66,Female,Handbag,Accessories,391,Spain,S,Blue,Summer,2.9,No,Express,No,39,Venmo,Bi-Weekly
609,41,Male,Backpack,Accessories,22,Netherlands,XL,Gold,Fall,3.2,Yes,Next Day Air,Yes,10,Venmo,Every 3 Months
3668,51,Female,Pants,Clothing,274,Germany,M,Cyan,Fall,1.4,No,Next Day Air,No,32,Venmo,Monthly
3123,23,Female,Socks,Clothing,404,Switzerland,XL,Pink,Fall,1.9,No,Express,No,16,Credit Card,Fortnightly
3098,48,Female,Shoes,Footwear,212,France,XL,Silver,Fall,2.6,No,Free Shipping,No,20,Bank Transfer,Quarterly
2227,22,Male,Shirt,Clothing,310,Spain,S,Blue,Spring,4.8,No,Store Pickup,No,21,Cash,Annually
2383,39,Male,Sweater,Clothing,299,Switzerland,M,Turquoise,Spring,1.1,No,Express,No,40,Debit Card,Weekly
4377,34,Female,Shoes,Electronics,283,Spain,XL,Green,Autumn,2.9,No,Express,No,33,Debit Card,Weekly
4512,42,Male,Phone,Accessories,191,Belgium,M,Red,Winter,1.2,No,Standard,Yes,14,PayPal,Monthly
3839,47,Female,Dress,Clothing,337,Switzerland,M,Green,Summer,2.4,No,Express,No,19,Venmo,Every 3 Months
4938,47,Female,Shirt,Clothing,401,Spain,XL,Green,Summer,2.8,No,Standard,No,14,Debit Card,Weekly
1056,70,Male,Jacket,Outerwear,445,Netherlands,M,Orange,Spring,3.3,No,Next Day Air,Yes,42,Debit Card,Annually
2284,44,Male,Handbag,Accessories,129,France,M,Black,Winter,3.1,No,Free Shipping,No,3,Credit Card,Fortnightly
4594,46,Male,Phone,Accessories,168,Spain,S,White,Summer,4.7,Yes,Express,No,30,Cash,Monthly
1113,69,Male,Hoodie,Clothing,310,Belgium,M,Pink,Spring,1.3,No,Free Shipping,Yes,41,PayPal,Quarterly
4205,45,Non-Binary,Headphones,Clothing,393,Belgium,XL,Red,Summer,4.8,No,Standard,No,31,Debit Card,Quarterly
4124,46,Non-Binary,Shirt,Electronics,344,Netherlands,M,Red,Winter,3.4,No,Express,Yes,3,Credit Card,Monthly
3380,61,Female,Handbag,Accessories,469,Spain,M,Turquoise,Summer,2.1,No,Store Pickup,No,11,Cash,Weekly
4347,65,Male,Headphones,Clothing,321,France,S,Black,Summer,2.8,Yes,Standard,Yes,29,PayPal,Weekly
2091,51,Male,Socks,Clothing,137,Italy,L,Teal,Winter,1.7,No,Free Shipping,No,15,Debit Card,Monthly
3010,62,Female,Belt,Accessories,218,Switzerland,S,Silver,Winter,3.9,No,Free Shipping,No,20,Venmo,Fortnightly
3845,30,Female,Shorts,Clothing,383,Germany,L,Cyan,Fall,1.9,No,Next Day Air,No,5,Venmo,Quarterly
153,30,Male,Shirt,Clothing,486,Germany,M,Brown,Summer,3.7,Yes,Express,Yes,24,Venmo,Annually
4269,56,Female,Laptop,Electronics,269,Spain,L,Green,Autumn,2.2,Yes,Standard,Yes,9,PayPal,Quarterly
837,23,Male,Gloves,Accessories,243,Spain,M,Violet,Winter,1.9,Yes,Store Pickup,Yes,31,Cash,Bi-Weekly
1971,28,Male,Belt,Accessories,194,Belgium,L,Indigo,Spring,2.6,No,Next Day Air,No,21,Credit Card,Bi-Weekly
227,29,Male,Shoes,Footwear,163,Germany,S,Violet,Spring,4.8,Yes,Free Shipping,Yes,48,PayPal,Monthly
4989,61,Male,Bag,Accessories,182,Austria,XL,Red,Autumn,1.6,Yes,Standard,Yes,32,Cash,Weekly
1702,69,Male,Handbag,Accessories,487,Belgium,M,Blue,Winter,3.1,No,Next Day Air,No,4,Debit Card,Every 3 Months
200,54,Male,Hat,Accessories,366,France,S,Green,Summer,3.8,Yes,Express,Yes,3,Cash,Weekly
2717,47,Female,Shoes,Footwear,350,Italy,M,Black,Spring,2.4,No,Store Pickup,No,21,Debit Card,Weekly
1506,46,Male,Belt,Accessories,206,France,M,Teal,Summer,3.1,No,Express,Yes,46,Cash,Monthly
2419,22,Male,Pants,Clothing,182,Belgium,S,Indigo,Fall,1.6,No,Next Day Air,No,30,Cash,Every 3 Months
321,66,Male,Jewelry,Accessories,100,Italy,L,White,Summer,4.8,Yes,Standard,Yes,14,Debit Card,Quarterly
4163,28,Non-Binary,Headphones,Accessories,286,Spain,M,White,Autumn,1.9,Yes,Express,Yes,35,Credit Card,Quarterly
4900,41,Male,Phone,Clothing,219,Spain,M,White,Autumn,4.9,No,Standard,No,27,Credit Card,Monthly
5088,57,Non-Binary,Headphones,Accessories,74,Portugal,S,Red,Summer,2.5,No,Express,Yes,49,PayPal,Monthly
2102,49,Male,Shirt,Clothing,338,Belgium,S,Blue,Winter,4.1,No,Next Day Air,No,42,Bank Transfer,Bi-Weekly
1836,65,Male,Scarf,Accessories,467,Netherlands,M,Lavender,Fall,2,No,2-Day Shipping,No,32,Credit Card,Quarterly
3702,46,Female,Sandals,Footwear,285,Belgium,XL,Charcoal,Spring,2.6,No,Store Pickup,No,33,Cash,Annually
241,47,Male,Sweater,Clothing,136,Portugal,S,Turquoise,Winter,4.4,Yes,Free Shipping,Yes,45,Bank Transfer,Fortnightly
2983,33,Female,Dress,Clothing,300,France,L,Orange,Summer,2.9,No,Store Pickup,No,45,Credit Card,Weekly
897,69,Male,Jewelry,Accessories,316,France,L,Lavender,Spring,2.5,Yes,Express,Yes,31,Cash,Fortnightly
4663,29,Male,Phone,Clothing,61,Spain,XL,Red,Summer,2.7,Yes,Standard,No,3,Cash,Quarterly
3667,67,Female,Jewelry,Accessories,145,France,S,Olive,Winter,4,No,2-Day Shipping,No,22,Cash,Every 3 Months
817,26,Male,Sweater,Clothing,496,Austria,L,Cyan,Summer,2,Yes,Store Pickup,Yes,8,Debit Card,Monthly
16,64,Male,Skirt,Clothing,174,France,M,Teal,Winter,2.9,Yes,Store Pickup,Yes,45,PayPal,Monthly
2537,51,Male,Belt,Accessories,396,Spain,L,Gray,Spring,2.5,No,Express,No,43,PayPal,Every 3 Months
3694,66,Female,Blouse,Clothing,353,Germany,L,Violet,Summer,3.1,No,2-Day Shipping,No,12,Venmo,Weekly
2823,61,Female,Skirt,Clothing,26,Portugal,L,Brown,Fall,4.6,No,Standard,No,34,PayPal,Quarterly
2896,56,Female,Hoodie,Clothing,13,Belgium,M,Green,Summer,1.9,No,Standard,No,36,Bank Transfer,Monthly
4945,59,Female,Shirt,Electronics,302,Germany,M,Red,Summer,4.5,No,Standard,Yes,7,Credit Card,Weekly
2409,23,Male,Sneakers,Footwear,443,Switzerland,XL,Black,Fall,4,No,Next Day Air,No,38,Debit Card,Every 3 Months
1126,27,Male,Sandals,Footwear,401,Spain,M,Lavender,Summer,4.7,No,2-Day Shipping,Yes,50,Bank Transfer,Weekly
2798,63,Female,Jewelry,Accessories,154,Italy,M,Green,Winter,1.6,No,Express,No,14,Venmo,Every 3 Months
304,20,Male,Sandals,Footwear,429,Belgium,M,Turquoise,Summer,4.6,Yes,Next Day Air,Yes,44,Venmo,Weekly
2450,26,Male,Coat,Outerwear,205,Belgium,XL,Violet,Fall,4.8,No,Express,No,20,Venmo,Fortnightly
2135,55,Male,Sandals,Footwear,492,Italy,XL,Maroon,Winter,4.5,No,Standard,No,8,Credit Card,Fortnightly
2572,45,Male,Sunglasses,Accessories,151,Portugal,S,Black,Winter,1.5,No,Standard,No,14,Cash,Fortnightly
4390,59,Female,Shirt,Clothing,274,Netherlands,XL,White,Winter,3.8,Yes,Standard,No,38,Credit Card,Quarterly
1601,20,Male,Boots,Footwear,180,Austria,L,Yellow,Spring,4.2,No,Next Day Air,Yes,35,PayPal,Weekly
774,29,Male,Hat,Accessories,71,Netherlands,S,Indigo,Winter,1.7,Yes,Express,Yes,2,Debit Card,Bi-Weekly
1025,28,Male,T-shirt,Clothing,215,Portugal,L,Purple,Summer,1,Yes,Free Shipping,Yes,21,Venmo,Quarterly
2943,54,Female,Socks,Clothing,196,Italy,XL,Brown,Summer,1.1,No,Free Shipping,No,28,Bank Transfer,Weekly
3658,58,Female,Shoes,Footwear,172,Switzerland,L,Gold,Winter,4.2,No,Express,No,50,Debit Card,Every 3 Months
766,54,Male,Sneakers,Footwear,313,Germany,L,Pink,Summer,2.5,Yes,Store Pickup,Yes,25,Cash,Quarterly
554,63,Male,Sunglasses,Accessories,241,Spain,XL,White,Winter,1.5,Yes,Express,Yes,2,Credit Card,Quarterly
4007,33,Male,Bag,Clothing,340,Netherlands,XL,Blue,Spring,3.9,No,Standard,Yes,25,PayPal,Monthly
3294,19,Female,Coat,Outerwear,406,Switzerland,S,Gold,Spring,4.8,No,2-Day Shipping,No,9,Credit Card,Fortnightly
4631,44,Female,Watch,Accessories,434,Spain,L,Green,Spring,1.8,No,Express,Yes,14,PayPal,Monthly
2508,58,Male,Shoes,Footwear,481,Austria,L,Cyan,Fall,4.5,No,Store Pickup,No,14,Credit Card,Every 3 Months
3339,29,Female,Skirt,Clothing,216,Austria,XL,White,Winter,2.2,No,2-Day Shipping,No,23,Credit Card,Monthly
2843,28,Female,Coat,Outerwear,206,Spain,S,Green,Fall,1.6,No,Standard,No,23,Debit Card,Quarterly
796,39,Male,Sandals,Footwear,329,Portugal,M,Beige,Summer,4.5,Yes,Store Pickup,Yes,8,Venmo,Annually
1934,48,Male,Sandals,Footwear,339,Germany,M,Violet,Summer,2.1,No,Next Day Air,No,14,Venmo,Annually
3220,57,Female,Coat,Outerwear,376,Germany,XL,White,Summer,4.7,No,2-Day Shipping,No,30,Credit Card,Weekly
2067,64,Male,Sneakers,Footwear,151,Italy,M,Olive,Fall,4.4,No,Store Pickup,No,45,Debit Card,Fortnightly
2245,35,Male,Shorts,Clothing,461,Belgium,M,Gold,Summer,3.3,No,2-Day Shipping,No,17,PayPal,Annually
632,55,Male,Boots,Footwear,31,Austria,M,Violet,Summer,1.8,Yes,Store Pickup,Yes,28,Cash,Fortnightly
1874,64,Male,Sweater,Clothing,198,Austria,M,Red,Fall,3.4,No,Express,No,19,Bank Transfer,Weekly
4677,41,Female,Phone,Accessories,113,Belgium,M,White,Autumn,2.6,No,Standard,No,11,Credit Card,Monthly
4437,28,Male,Shoes,Electronics,492,Netherlands,L,Green,Autumn,2,Yes,Standard,Yes,16,Credit Card,Quarterly
4161,54,Non-Binary,Headphones,Clothing,108,Spain,XL,Blue,Spring,2.6,No,Standard,No,9,Debit Card,Weekly
1458,58,Male,Shirt,Clothing,197,Germany,M,Gray,Spring,4.5,No,Express,Yes,41,Venmo,Fortnightly
4634,49,Female,Phone,Electronics,389,France,L,Red,Summer,1.2,No,Standard,Yes,14,Cash,Quarterly
4032,23,Female,Shirt,Clothing,166,Austria,M,White,Winter,1.6,Yes,Express,Yes,19,Credit Card,Monthly
1939,46,Male,Jeans,Clothing,451,Spain,M,Blue,Spring,3.6,No,Standard,No,33,Debit Card,Bi-Weekly
2692,43,Female,Pants,Clothing,50,France,XL,Blue,Winter,1.1,No,2-Day Shipping,No,16,Cash,Monthly
4384,22,Female,Shoes,Clothing,328,Netherlands,S,White,Summer,4,No,Standard,Yes,39,Cash,Quarterly
33,36,Male,Jacket,Outerwear,33,Netherlands,M,Silver,Summer,1.6,Yes,Free Shipping,Yes,13,Venmo,Annually
4751,26,Female,Watch,Accessories,156,Spain,XL,Black,Spring,1.9,Yes,Express,Yes,34,Cash,Monthly
2192,26,Male,Blouse,Clothing,423,Belgium,L,Maroon,Summer,4,No,Next Day Air,No,28,Cash,Bi-Weekly
3692,63,Female,Sandals,Footwear,34,Spain,XL,Orange,Summer,3.8,No,Next Day Air,No,45,PayPal,Weekly
2502,49,Male,Shorts,Clothing,171,Italy,XL,Violet,Fall,4.7,No,Free Shipping,No,40,Venmo,Bi-Weekly
2235,35,Male,Boots,Footwear,257,Netherlands,S,Yellow,Winter,2.7,No,Express,No,17,Cash,Weekly
3373,56,Female,Socks,Clothing,493,Portugal,S,Maroon,Winter,1.7,No,Free Shipping,No,35,Credit Card,Every 3 Months
1976,53,Male,Jacket,Outerwear,140,Spain,L,Turquoise,Fall,3.6,No,Express,No,44,Cash,Quarterly
2318,47,Male,Jacket,Outerwear,491,Germany,S,Purple,Summer,1.1,No,Next Day Air,No,48,Bank Transfer,Monthly
4484,70,Non-Binary,Phone,Accessories,49,Switzerland,S,Green,Spring,1,No,Express,Yes,23,PayPal,Monthly
3014,41,Female,Skirt,Clothing,429,Belgium,XL,Peach,Summer,3.3,No,Store Pickup,No,14,Cash,Monthly
1760,68,Male,Sweater,Clothing,222,Italy,M,Green,Spring,3.5,No,Next Day Air,No,34,PayPal,Weekly
946,38,Male,Boots,Footwear,388,Italy,M,Violet,Summer,3.6,Yes,Store Pickup,Yes,45,Venmo,Every 3 Months
1858,51,Male,T-shirt,Clothing,138,Spain,L,Maroon,Summer,4.3,No,Next Day Air,No,8,Cash,Monthly
877,41,Male,Belt,Accessories,500,Spain,S,Gray,Summer,3.3,Yes,2-Day Shipping,Yes,36,Debit Card,Weekly
1784,42,Male,Handbag,Accessories,341,Austria,L,Lavender,Winter,1.9,No,Free Shipping,No,42,Credit Card,Monthly
3175,45,Female,Pants,Clothing,493,Switzerland,S,Orange,Winter,3.1,No,Store Pickup,No,5,PayPal,Monthly
3004,51,Female,Blouse,Clothing,231,Switzerland,L,Brown,Fall,3.6,No,Express,No,9,Credit Card,Every 3 Months
4582,68,Female,Phone,Clothing,485,Netherlands,M,White,Summer,2.3,Yes,Standard,No,8,PayPal,Weekly
3287,45,Female,Jacket,Outerwear,351,France,XL,Pink,Winter,1.5,No,Express,No,2,Venmo,Fortnightly
4808,30,Male,Shoes,Accessories,53,Switzerland,M,White,Summer,1.1,No,Express,Yes,23,Cash,Weekly
4486,50,Female,Watch,Accessories,340,France,XL,Blue,Winter,4.6,No,Standard,No,24,Credit Card,Monthly
4586,23,Female,Headphones,Accessories,171,Switzerland,S,Red,Autumn,4.3,No,Express,No,16,Credit Card,Monthly
1768,69,Male,Jewelry,Accessories,219,France,L,Lavender,Fall,2.1,No,2-Day Shipping,No,14,Debit Card,Fortnightly
4245,42,Female,Shoes,Accessories,266,Netherlands,XL,Red,Autumn,4.5,No,Express,No,40,Debit Card,Monthly
2619,70,Male,Handbag,Accessories,38,Germany,L,Brown,Fall,2.8,No,Express,No,1,Venmo,Monthly
2671,30,Female,Sunglasses,Accessories,77,Italy,XL,Yellow,Fall,1.5,No,Express,No,8,Bank Transfer,Bi-Weekly
3377,22,Female,Hat,Accessories,419,Germany,XL,Green,Winter,2.1,No,Store Pickup,No,9,Cash,Quarterly
4397,47,Non-Binary,Headphones,Accessories,451,Portugal,L,White,Spring,2.2,Yes,Express,No,37,Credit Card,Weekly
3329,42,Female,Sandals,Footwear,70,Belgium,S,Violet,Spring,4.4,No,Free Shipping,No,28,Cash,Bi-Weekly
4276,53,Non-Binary,Watch,Accessories,127,Italy,XL,Red,Spring,4.1,Yes,Standard,No,25,Credit Card,Monthly
809,46,Male,Shoes,Footwear,63,Austria,L,Lavender,Fall,3.8,Yes,Next Day Air,Yes,7,Cash,Every 3 Months
4842,30,Female,Shoes,Accessories,122,Portugal,XL,White,Summer,1.4,Yes,Standard,No,17,Debit Card,Monthly
1846,51,Male,Sandals,Footwear,267,Germany,L,Orange,Winter,3.8,No,2-Day Shipping,No,36,Bank Transfer,Quarterly
3879,60,Female,Hat,Accessories,222,France,L,Pink,Summer,1.7,No,2-Day Shipping,No,22,Credit Card,Annually
3836,58,Female,Sandals,Footwear,246,France,S,Silver,Winter,2.8,No,Express,No,44,PayPal,Bi-Weekly
1906,47,Male,Boots,Footwear,27,Portugal,L,Teal,Summer,4.5,No,2-Day Shipping,No,22,Bank Transfer,Fortnightly
225,63,Male,Socks,Clothing,121,Netherlands,M,Beige,Summer,4.6,Yes,Free Shipping,Yes,44,Cash,Every 3 Months
1482,64,Male,Skirt,Clothing,399,Germany,M,Gray,Spring,1.2,No,Standard,Yes,33,PayPal,Quarterly
4323,31,Male,Phone,Clothing,311,Austria,L,White,Winter,1.3,No,Express,No,5,Debit Card,Weekly
203,57,Male,Hat,Accessories,331,Austria,S,Magenta,Spring,3.8,Yes,Express,Yes,47,Venmo,Annually
259,61,Male,Gloves,Accessories,282,Austria,L,Lavender,Spring,3.1,Yes,Express,Yes,14,Cash,Quarterly
5075,69,Male,Headphones,Accessories,70,Austria,L,Black,Spring,3.7,No,Standard,No,24,Credit Card,Monthly
3118,43,Female,Hoodie,Clothing,55,Germany,S,Olive,Fall,2.4,No,Free Shipping,No,33,PayPal,Bi-Weekly
2473,24,Male,Shirt,Clothing,175,Spain,M,Peach,Summer,1.7,No,Standard,No,29,Credit Card,Annually
2277,31,Male,Jeans,Clothing,185,France,S,Red,Summer,1.4,No,2-Day Shipping,No,10,Debit Card,Weekly
2238,45,Male,Sandals,Footwear,437,Netherlands,M,Black,Summer,2.9,No,Next Day Air,No,46,Venmo,Every 3 Months
374,23,Male,Coat,Outerwear,413,Italy,S,White,Summer,4.8,Yes,Express,Yes,42,Venmo,Bi-Weekly
3567,28,Female,Jeans,Clothing,117,Netherlands,S,Orange,Spring,4.8,No,Next Day Air,No,21,Venmo,Monthly
4455,46,Female,Watch,Electronics,320,Netherlands,XL,Blue,Spring,2.5,No,Standard,No,31,Debit Card,Quarterly
1408,56,Male,Handbag,Accessories,271,Austria,S,Charcoal,Spring,4,No,Express,Yes,25,Credit Card,Annually
1356,59,Male,Shorts,Clothing,129,Germany,S,Blue,Summer,4,No,2-Day Shipping,Yes,16,PayPal,Bi-Weekly
2186,40,Male,Shorts,Clothing,342,Switzerland,XL,Violet,Winter,3.2,No,Express,No,15,Debit Card,Every 3 Months
290,49,Male,Coat,Outerwear,153,Germany,L,Yellow,Fall,2.1,Yes,2-Day Shipping,Yes,19,Credit Card,Monthly
1843,61,Male,Handbag,Accessories,30,Spain,S,Black,Summer,1.5,No,Express,No,26,Debit Card,Annually
84,36,Male,Dress,Clothing,88,Switzerland,M,Turquoise,Summer,2,Yes,Standard,Yes,32,Bank Transfer,Weekly
231,66,Male,Scarf,Accessories,18,Switzerland,M,Olive,Fall,3.1,Yes,Standard,Yes,44,Credit Card,Annually
754,47,Male,Boots,Footwear,206,Belgium,S,Teal,Fall,2.4,Yes,Store Pickup,Yes,44,Venmo,Quarterly
